1089746400	20230317	202303	2023	2023.2110											USAGOV	OBAMA	USA					GOV			1	043	043	04	1	2.8	6	1	6	-1.51057401812689	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20230317141500	https://www.bizpacreview.com/2023/03/17/audacity-to-be-a-hypocrite-obama-spotted-boarding-ashton-kutchers-private-jet-in-la-1341622/
1089746401	20230317	202303	2023	2023.2110											ZMB	ZAMBIA	ZMB								1	130	130	13	3	-4.4	4	1	4	-7.16180371352785	0								1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20230317141500	https://www.lusakatimes.com/2023/03/17/pf-should-brace-for-harder-oppressive-times-lubinda/
1089746402	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG																		0	020	020	02	1	3.0	4	1	4	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	0								4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746403	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								LEG	LAWMAKER						LEG			1	013	013	01	1	0.4	12	1	10	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746404	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	5	1	5	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746405	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	1	1	1	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	1	Syria	SY	SY		35	38	SY	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746406	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	1	1	1	-4.65425531914894	1	Syria	SY	SY		35	38	SY	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	1	Syria	SY	SY		35	38	SY	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746407	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								LEG	LAWMAKER						LEG			1	172	172	17	4	-5.0	3	1	3	-4.65425531914894	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746408	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								SYR	SYRIAN	SYR								0	030	030	03	1	4.0	2	1	2	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746409	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								SYR	SYRIAN	SYR								0	030	030	03	1	4.0	2	1	2	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746410	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								SYR	SYRIAN	SYR								0	050	050	05	1	3.5	2	1	2	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746411	20230317	202303	2023	2023.2110	AFG	AFGHANISTAN	AFG								SYR	SYRIAN	SYR								0	050	050	05	1	3.5	2	1	2	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	1	Syria	SY	SY		35	38	SY	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746412	20230317	202303	2023	2023.2110	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	130	130	13	3	-4.4	1	1	1	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746413	20230317	202303	2023	2023.2110	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHANISTAN	AFG								0	130	130	13	3	-4.4	1	1	1	-4.65425531914894	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	4	Khorasan, Helmand, Afghanistan	AF	AF10	3500	32.2193	63.808	-3380846	1	Russia	RS	RS		60	100	RS	20230317141500	https://www.newdelhitimes.com/us-general-islamic-state-afghan-affiliate-closer-to-attacking-western-targets/
1089746414	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR																		0	043	043	04	1	2.8	5	1	5	2.04778156996587	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089746415	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR																		1	046	046	04	1	7.0	10	1	10	2.18818380743983	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20230317141500	https://www.thezimbabwemail.com/business/mambondiani-breaks-silence-on-bancabc-departure/
1089746416	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR																		0	141	141	14	3	-6.5	4	1	4	2.04778156996587	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	0								4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089746417	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR								CVL	HUNTER						CVL			1	043	043	04	1	2.8	10	2	10	-3.47238805970149	5	Herefordshire, Herefordshire, United Kingdom	UK	UKF7	40113	52.0833	-2.75	-2598551	5	Herefordshire, Herefordshire, United Kingdom	UK	UKF7	40113	52.0833	-2.75	-2598551	5	Herefordshire, Herefordshire, United Kingdom	UK	UKF7	40113	52.0833	-2.75	-2598551	20230317141500	https://www.bbc.co.uk/news/uk-politics-64988108
1089746418	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR								IND	PUNE	IND								0	141	141	14	3	-6.5	6	1	6	2.04778156996587	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089746419	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR								MIL	MILITARY						MIL			1	036	036	03	1	4.0	15	1	10	2.04778156996587	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089746420	20230317	202303	2023	2023.2110	AFR	AFRICA	AFR								USA	AMERICAN	USA								0	010	010	01	1	0.0	2	1	2	-1.39906728847435	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	20230317141500	https://www.fauquier.com/news/in-virginia-school-boards-will-be-the-primary-deciders-on-ap-african-american-studies/article_5790b64e-c400-11ed-bd62-373010d0c4ff.html
1089746421	20230317	202303	2023	2023.2110	AGR	FARMER						AGR													0	010	010	01	1	0.0	2	1	2	1.03321033210332	3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	0								3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089746422	20230317	202303	2023	2023.2110	AGR	FARMER						AGR													0	020	020	02	1	3.0	3	1	3	-4.90928495197438	1	Peru	PE	PE		-10	-76	PE	0								1	Peru	PE	PE		-10	-76	PE	20230317141500	https://propakistani.pk/2023/03/17/new-bird-flu-variant-might-cause-the-next-pandemic/
1089746423	20230317	202303	2023	2023.2110	AGR	FARMER						AGR													0	020	020	02	1	3.0	2	1	2	-4.90928495197438	1	Spain	SP	SP		40	-4	SP	0								1	Spain	SP	SP		40	-4	SP	20230317141500	https://propakistani.pk/2023/03/17/new-bird-flu-variant-might-cause-the-next-pandemic/
1089746424	20230317	202303	2023	2023.2110	AGR	FARMER						AGR			OPP	PROTESTER						OPP			1	051	051	05	1	3.4	4	1	4	-0.27777777777778	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Ariyalur, Tamil Nadu, India	IN	IN25	70249	11.1333	79.0833	-2089099	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20230317141500	https://www.thehindu.com/news/cities/Tiruchirapalli/despite-some-constraints-tiruchi-aavin-maintains-normal-supply-of-milk-to-consumers/article66631834.ece
1089746425	20230317	202303	2023	2023.2110	AGR	FARMER						AGR			OPP	PROTESTER						OPP			1	051	051	05	1	3.4	1	1	1	-0.27777777777778	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20230317141500	https://www.thehindu.com/news/cities/Tiruchirapalli/despite-some-constraints-tiruchi-aavin-maintains-normal-supply-of-milk-to-consumers/article66631834.ece
1089746426	20230317	202303	2023	2023.2110	AGR	FARMER						AGR			USA	UNITED STATES	USA								0	010	010	01	1	0.0	1	1	1	1.03321033210332	3	Wilsonville, Oregon, United States	US	USOR	OR005	45.2998	-122.774	1136917	3	Wilsonville, Oregon, United States	US	USOR	OR005	45.2998	-122.774	1136917	3	Wilsonville, Oregon, United States	US	USOR	OR005	45.2998	-122.774	1136917	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089746427	20230317	202303	2023	2023.2110	AGR	FARMER						AGR			USA	UNITED STATES	USA								0	010	010	01	1	0.0	5	1	5	1.03321033210332	3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089746428	20230317	202303	2023	2023.2110	AGR	FARMER						AGR			USA	COLORADO	USA								0	030	030	03	1	4.0	2	1	2	-3.01624129930395	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	3	Albuquerque, New Mexico, United States	US	USNM	NM001	35.0845	-106.651	928679	20230317141500	https://www.newdelhitimes.com/scientists-largest-us-reservoirs-moving-in-right-direction/
1089746429	20230317	202303	2023	2023.2110	ARM	ARMENIAN	ARM								AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	3	1	2	0.78740157480315	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746430	20230317	202303	2023	2023.2110	ARM	ARMENIAN	ARM								AZE	AZERBAIJAN	AZE								1	040	040	04	1	1.0	4	1	2	0.78740157480315	1	Armenia	AM	AM		40	45	AM	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	1	Armenia	AM	AM		40	45	AM	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746431	20230317	202303	2023	2023.2110	AUS	QUEENSLAND	AUS																		1	130	130	13	3	-4.4	10	1	10	-2.47718383311604	4	Massey Creek, Queensland, Australia	AS	AS04	154701	-21.0167	148.483	-1586220	0								4	Massey Creek, Queensland, Australia	AS	AS04	154701	-21.0167	148.483	-1586220	20230317141500	https://brandeishoot.com/2023/03/17/bridging-the-future-planting-wildlife-corridors-in-the-wet-tropics-of-australia/
1089746432	20230317	202303	2023	2023.2110	AUS	AUSTRALIA	AUS								USA	ATLANTA	USA								1	070	070	07	2	7.0	4	1	4	0.73465859982714	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20230317141500	https://www.guitarworld.com/features/isaiah-mitchell-earthless-black-crowes
1089746433	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE																		0	071	071	07	2	7.4	10	1	10	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746434	20230317	202303	2023	2023.2110	AZE	AZERBAIJANI	AZE																		0	0841	084	08	2	7.0	7	1	7	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746435	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								ARM	ARMENIAN	ARM								1	040	040	04	1	1.0	3	1	2	0.78740157480315	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746436	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								ARM	ARMENIAN	ARM								1	040	040	04	1	1.0	2	1	1	0.78740157480315	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746437	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								ARM	ARMENIAN	ARM								1	040	040	04	1	1.0	2	1	2	0.78740157480315	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746438	20230317	202303	2023	2023.2110	AZE	AZERBAIJANI	AZE								AZEGOV	AZERBAIJAN	AZE					GOV			1	020	020	02	1	3.0	4	1	4	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746439	20230317	202303	2023	2023.2110	AZE	AZERBAIJANI	AZE								GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	10	1	10	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746440	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								JUD	PROSECUTOR						JUD			0	010	010	01	1	0.0	1	1	1	-0.38314176245211	4	Meydan, Bitlis, Turkey	TU	TU13	27634	38.3623	41.7744	-765189	4	Meydan, Bitlis, Turkey	TU	TU13	27634	38.3623	41.7744	-765189	4	Meydan, Bitlis, Turkey	TU	TU13	27634	38.3623	41.7744	-765189	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746441	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								JUD	PROSECUTOR						JUD			0	010	010	01	1	0.0	1	1	1	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746442	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								TUR	TURKEY	TUR								0	010	010	01	1	0.0	1	1	1	-0.38314176245211	4	Meydan, Bitlis, Turkey	TU	TU13	27634	38.3623	41.7744	-765189	4	Meydan, Bitlis, Turkey	TU	TU13	27634	38.3623	41.7744	-765189	4	Meydan, Bitlis, Turkey	TU	TU13	27634	38.3623	41.7744	-765189	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746443	20230317	202303	2023	2023.2110	AZE	AZERBAIJAN	AZE								TUR	TURKEY	TUR								0	010	010	01	1	0.0	1	1	1	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746444	20230317	202303	2023	2023.2110	AZEGOV	AZERBAIJANI	AZE					GOV			AZEGOV	ILHAM ALIYEV	AZE					GOV			1	020	020	02	1	3.0	6	1	6	-0.38314176245211	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20230317141500	https://eurasianet.org/azerbaijani-show-business-navigates-state-pressures-incentives
1089746445	20230317	202303	2023	2023.2110	AZEGOV	AZERBAIJAN	AZE					GOV			KAZELI	IMANGALI TASMAGAMBETOV	KAZ					ELI			1	046	046	04	1	7.0	1	1	1	0.78740157480315	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746446	20230317	202303	2023	2023.2110	AZEGOV	AZERBAIJAN	AZE					GOV			KAZELI	IMANGALI TASMAGAMBETOV	KAZ					ELI			1	046	046	04	1	7.0	1	1	1	0.78740157480315	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089746447	20230317	202303	2023	2023.2110	BEL	BELGIAN	BEL																		1	020	020	02	1	3.0	10	1	10	3.43347639484978	5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	0								5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	20230317141500	https://www.ajot.com/news/port-of-antwerp-bruges-in-the-board-of-the-council
1089746448	20230317	202303	2023	2023.2110	BEL	BELGIAN	BEL																		0	050	050	05	1	3.5	10	1	10	3.43347639484978	5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	0								5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	20230317141500	https://www.ajot.com/news/port-of-antwerp-bruges-in-the-board-of-the-council
1089746449	20230317	202303	2023	2023.2110	BEL	WALLONIA	BEL																		0	051	051	05	1	3.4	10	1	10	3.43347639484978	5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	0								5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	20230317141500	https://www.ajot.com/news/port-of-antwerp-bruges-in-the-board-of-the-council
1089746450	20230317	202303	2023	2023.2110	BEL	BELGIAN	BEL																		0	062	062	06	2	7.4	10	1	10	3.43347639484978	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	0								4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20230317141500	https://www.ajot.com/news/port-of-antwerp-bruges-in-the-board-of-the-council
1089746451	20230317	202303	2023	2023.2110	BEL	BELGIAN	BEL								BUS	COMPANIES						BUS			0	020	020	02	1	3.0	10	1	10	3.43347639484978	5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	4	Straeten, Region Flamande, Belgium	BE	BE13	5851	50.7876	5.17573	-1970476	5	Wallonia, Waals Gewest, Belgium	BE	BE14	5853	50.5	4.75	6237687	20230317141500	https://www.ajot.com/news/port-of-antwerp-bruges-in-the-board-of-the-council
1089746452	20230317	202303	2023	2023.2110	BEL	BRUSSELS	BEL								BUS	CEOS						BUS			1	043	043	04	1	2.8	10	1	10	3.43347639484978	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20230317141500	https://www.ajot.com/news/port-of-antwerp-bruges-in-the-board-of-the-council
1089746453	20230317	202303	2023	2023.2110	BEL	BELGIAN	BEL								EUR	EUROPE	EUR								0	051	051	05	1	3.4	2	1	2	-2.20661985957873	1	Belgium	BE	BE		50.833333	4	BE	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Belgium	BE	BE		50.833333	4	BE	20230317141500	https://www.newdelhitimes.com/iranian-born-belgian-mp-eu-ministers-working-toward-irgc-terrorist-designation/
1089746454	20230317	202303	2023	2023.2110	BEL	BELGIAN	BEL								EUR	EUROPE	EUR								0	051	051	05	1	3.4	2	1	2	-2.20661985957873	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20230317141500	https://www.newdelhitimes.com/iranian-born-belgian-mp-eu-ministers-working-toward-irgc-terrorist-designation/
1089746455	20230317	202303	2023	2023.2110	BEL	BELGIUM	BEL								RUS	RUSSIA	RUS								1	160	160	16	4	-4.0	1	1	1	-2.85714285714286	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20230317141500	https://news.yahoo.com/belgium-send-240-volvo-military-121800156.html
1089746456	20230317	202303	2023	2023.2110	BEL	BELGIUM	BEL								RUS	RUSSIAN	RUS								1	160	160	16	4	-4.0	4	1	4	-2.85714285714286	1	Belgium	BE	BE		50.833333	4	BE	1	Russia	RS	RS		60	100	RS	1	Belgium	BE	BE		50.833333	4	BE	20230317141500	https://news.yahoo.com/belgium-send-240-volvo-military-121800156.html
1089746457	20230317	202303	2023	2023.2110	BELLEG	BELGIAN	BEL					LEG			EUR	EUROPE	EUR								0	051	051	05	1	3.4	4	1	4	-2.20661985957873	1	Belgium	BE	BE		50.833333	4	BE	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	1	Belgium	BE	BE		50.833333	4	BE	20230317141500	https://www.newdelhitimes.com/iranian-born-belgian-mp-eu-ministers-working-toward-irgc-terrorist-designation/
1089746458	20230317	202303	2023	2023.2110	BELLEG	BELGIUM	BEL					LEG			EUR	EUROPE	EUR								0	051	051	05	1	3.4	2	1	2	-2.20661985957873	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	1	Belgium	BE	BE		50.833333	4	BE	20230317141500	https://www.newdelhitimes.com/iranian-born-belgian-mp-eu-ministers-working-toward-irgc-terrorist-designation/
1089746459	20230317	202303	2023	2023.2110	BGD	DHAKA	BGD																		1	141	141	14	3	-6.5	7	1	7	2.51396648044693	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20230317141500	https://www.exhibitionworld.co.uk/bangladesh-pharma-manufacturing-capabilities-on-show-in-dhaka
