1089747030	20230317	202303	2023	2023.2110	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	16	1	8	-8.45070422535211	3	Muncie, Indiana, United States	US	USIN	IN035	40.1934	-85.3864	439878	3	Muncie, Indiana, United States	US	USIN	IN035	40.1934	-85.3864	439878	3	Muncie, Indiana, United States	US	USIN	IN035	40.1934	-85.3864	439878	20230317141500	https://www.thestarpress.com/story/news/crime/2023/03/17/muncie-man-serving-60-year-term-for-murder-wants-new-judge/70010501007/
1089747031	20230317	202303	2023	2023.2110	KAZELI	IMANGALI TASMAGAMBETOV	KAZ					ELI			AZEGOV	AZERBAIJAN	AZE					GOV			1	046	046	04	1	7.0	2	1	2	0.78740157480315	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089747032	20230317	202303	2023	2023.2110	KAZELI	IMANGALI TASMAGAMBETOV	KAZ					ELI			GOV	PRIME MINISTER						GOV			1	046	046	04	1	7.0	2	1	2	0.78740157480315	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089747033	20230317	202303	2023	2023.2110	KAZELI	IMANGALI TASMAGAMBETOV	KAZ					ELI			GOV	PRIME MINISTER						GOV			1	046	046	04	1	7.0	6	1	6	0.78740157480315	1	Armenia	AM	AM		40	45	AM	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	4	Stepanakert, Xank?ndi*, Azerbaijan	AJ	AJ61	535	39.8173	46.7557	-2709075	20230317141500	https://artsakhpress.am/eng/news/178768/pashinyan-csto-secretary-general-discuss-armenian-azerbaijani-border-situation.html
1089747034	20230317	202303	2023	2023.2110	KEN	KENYA	KEN								COGMIL	CONGO	COG					MIL			0	043	043	04	1	2.8	8	1	8	2.04778156996587	1	Kenya	KE	KE		1	38	KE	1	Congo	CF	CF		-1	15	CF	1	Kenya	KE	KE		1	38	KE	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089747035	20230317	202303	2023	2023.2110	KEN	KENYA	KEN								COGMIL	CONGO	COG					MIL			0	043	043	04	1	2.8	2	1	2	2.04778156996587	1	Tanzania	TZ	TZ		-6	35	TZ	1	Congo	CF	CF		-1	15	CF	1	Kenya	KE	KE		1	38	KE	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089747036	20230317	202303	2023	2023.2110	KEN	KENYA	KEN								NER	NIGER	NER								0	043	043	04	1	2.8	8	1	8	2.04778156996587	1	Kenya	KE	KE		1	38	KE	1	Niger	NG	NG		16	8	NG	1	Kenya	KE	KE		1	38	KE	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089747037	20230317	202303	2023	2023.2110	KEN	KENYA	KEN								NER	NIGER	NER								0	043	043	04	1	2.8	2	1	2	2.04778156996587	1	Tanzania	TZ	TZ		-6	35	TZ	1	Congo	CF	CF		-1	15	CF	1	Kenya	KE	KE		1	38	KE	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089747038	20230317	202303	2023	2023.2110	KEN	KENYA	KEN								ZMB	ZAMBIA	ZMB								0	043	043	04	1	2.8	8	1	8	2.04778156996587	1	Kenya	KE	KE		1	38	KE	1	Zambia	ZA	ZA		-15	30	ZA	1	Kenya	KE	KE		1	38	KE	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089747039	20230317	202303	2023	2023.2110	KEN	KENYA	KEN								ZMB	ZAMBIA	ZMB								0	043	043	04	1	2.8	2	1	2	2.04778156996587	1	Tanzania	TZ	TZ		-6	35	TZ	1	Niger	NG	NG		16	8	NG	1	Kenya	KE	KE		1	38	KE	20230317141500	https://www.devdiscourse.com/article/law-order/2383411-india-to-host-military-wargame-with-african-nations
1089747040	20230317	202303	2023	2023.2110	KHM	CAMBODIAN	KHM																		1	051	051	05	1	3.4	2	1	2	-1.36674259681094	1	United States	US	US		39.828175	-98.5795	US	0								1	Cambodia	CB	CB		13	105	CB	20230317141500	https://www.foxnews.com/world/cambodians-celebrate-return-centuries-old-artifacts-illegally-smuggled-country
1089747041	20230317	202303	2023	2023.2110	KOR	SOUTH KOREAN	KOR								JPN	TOKYO	JPN								1	030	030	03	1	4.0	2	1	2	2.06540447504303	1	South Korea	KS	KS		37	127.5	KS	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20230317141500	https://economictimes.indiatimes.com/magazines/panache/how-this-comfort-food-is-fostering-ties-between-two-warring-nations/articleshow/98737095.cms
1089747042	20230317	202303	2023	2023.2110	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								0	040	040	04	1	1.0	1	1	1	1.18929633300297	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20230317141500	https://www.chronicleonline.com/news/world/japan-pm-praises-skorea-leader-biz-groups-vow-to-boost-ties/article_45959c8e-2ff2-5234-9fe1-3ed03fd93f6d.html
1089747043	20230317	202303	2023	2023.2110	KOR	SOUTH KOREAN	KOR								JPN	JAPANESE	JPN								1	050	050	05	1	3.5	3	1	3	2.06540447504303	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	20230317141500	https://economictimes.indiatimes.com/magazines/panache/how-this-comfort-food-is-fostering-ties-between-two-warring-nations/articleshow/98737095.cms
1089747044	20230317	202303	2023	2023.2110	KOR	SEOUL	KOR								USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	1.18929633300297	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20230317141500	https://www.chronicleonline.com/news/world/japan-pm-praises-skorea-leader-biz-groups-vow-to-boost-ties/article_45959c8e-2ff2-5234-9fe1-3ed03fd93f6d.html
1089747045	20230317	202303	2023	2023.2110	KORGOV	SOUTH KOREAN	KOR					GOV			JPN	TOKYO	JPN								1	030	030	03	1	4.0	6	1	6	2.06540447504303	1	South Korea	KS	KS		37	127.5	KS	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20230317141500	https://economictimes.indiatimes.com/magazines/panache/how-this-comfort-food-is-fostering-ties-between-two-warring-nations/articleshow/98737095.cms
1089747046	20230317	202303	2023	2023.2110	KORGOV	SOUTH KOREAN	KOR					GOV			JPNGOV	JAPANESE	JPN					GOV			1	050	050	05	1	3.5	6	1	6	2.06540447504303	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	4	Ginza, Tokyo, Japan	JA	JA40	36344	35.6667	139.767	-227868	20230317141500	https://economictimes.indiatimes.com/magazines/panache/how-this-comfort-food-is-fostering-ties-between-two-warring-nations/articleshow/98737095.cms
1089747047	20230317	202303	2023	2023.2110	LAB	WORKER						LAB													0	060	060	06	2	6.0	10	1	10	0.21810250817884	3	Duke University, North Carolina, United States	US	USNC	NC063	36.0015	-78.94	984404	0								3	Duke University, North Carolina, United States	US	USNC		36.0015	-78.94	984404	20230317141500	https://news.yahoo.com/open-source-where-triangle-companies-132228752.html
1089747048	20230317	202303	2023	2023.2110	LAB	EMPLOYEE						LAB			CAN	CANADIAN	CAN								1	0311	031	03	1	5.2	5	1	5	2.52252252252252	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20230317141500	https://nupge.ca/2023/message-to-first-ministers-privatization-will-make-health-care-worse/
1089747049	20230317	202303	2023	2023.2110	LAB	WORKER						LAB			TWN	TAIWAN	TWN								1	036	036	03	1	4.0	5	1	5	-6.04838709677419	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20230317141500	https://focustaiwan.tw/society/202303170020
1089747050	20230317	202303	2023	2023.2110	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								1	046	046	04	1	7.0	6	1	6	5.42986425339367	3	Long Beach, California, United States	US	USCA	CA037	33.767	-118.189	1652747	3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	3	Long Beach, California, United States	US	USCA		33.767	-118.189	1652747	20230317141500	https://www.ajot.com/news/delgado-named-ports-tenant-services-director
1089747051	20230317	202303	2023	2023.2110	LBNJUD	LEBANON	LBN					JUD													0	010	010	01	1	0.0	2	1	2	-5.15695067264574	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	0								1	France	FR	FR		46	2	FR	20230317141500	https://news.yahoo.com/lebanon-central-bank-chief-denies-135115235.html
1089747052	20230317	202303	2023	2023.2110	LEG	LAWMAKER						LEG													0	020	020	02	1	3.0	6	1	6	1.03321033210332	3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	0								3	Hillsboro, Oregon, United States	US	USOR	OR067	45.5229	-122.99	1163049	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089747053	20230317	202303	2023	2023.2110	LEG	LAWMAKER						LEG													0	040	040	04	1	1.0	2	1	2	1.03321033210332	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	0								3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089747054	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	040	040	04	1	1.0	15	1	10	-1.9277108433735	3	North Charleston, South Carolina, United States	US	USSC	SC019	32.8546	-79.9748	1225072	0								3	North Charleston, South Carolina, United States	US	USSC		32.8546	-79.9748	1225072	20230317141500	https://news.yahoo.com/sc-politics-briefing-132024125.html
1089747055	20230317	202303	2023	2023.2110	LEG	LAWMAKER						LEG													0	040	040	04	1	1.0	8	1	8	1.03321033210332	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20230317141500	https://www.klcc.org/economy-business/2023-03-17/semiconductor-bill-that-would-give-gov-tina-kotek-land-use-power-moves-ahead
1089747056	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	046	046	04	1	7.0	15	1	10	-1.9277108433735	3	North Charleston, South Carolina, United States	US	USSC	SC019	32.8546	-79.9748	1225072	0								3	North Charleston, South Carolina, United States	US	USSC		32.8546	-79.9748	1225072	20230317141500	https://news.yahoo.com/sc-politics-briefing-132024125.html
1089747057	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	050	050	05	1	3.5	4	1	4	-5.25477707006369	3	Leominster, Massachusetts, United States	US	USMA	MA027	42.5251	-71.7598	617697	0								3	Leominster, Massachusetts, United States	US	USMA	MA027	42.5251	-71.7598	617697	20230317141500	https://www.dailyherald.com/news/20230317/flight-attack-raises-questions-about-security-mental-health
1089747058	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	050	050	05	1	3.5	1	1	1	-5.25477707006369	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20230317141500	https://www.dailyherald.com/news/20230317/flight-attack-raises-questions-about-security-mental-health
1089747059	20230317	202303	2023	2023.2110	LEG	MEMBER OF PARLIAMENT						LEG													1	130	130	13	3	-4.4	2	1	2	-7.16180371352785	1	Zambia	ZA	ZA		-15	30	ZA	0								1	Zambia	ZA	ZA		-15	30	ZA	20230317141500	https://www.lusakatimes.com/2023/03/17/pf-should-brace-for-harder-oppressive-times-lubinda/
1089747060	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	172	172	17	4	-5.0	1	1	1	-1.9277108433735	4	Seema, Limpopo, South Africa	SF	SF09	6322	-23.6167	28.9333	-1282219	0								3	Spartanburg, South Carolina, United States	US	USSC	SC083	34.9496	-81.932	1250982	20230317141500	https://news.yahoo.com/sc-politics-briefing-132024125.html
1089747061	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	172	172	17	4	-5.0	1	1	1	-1.9277108433735	3	Spartanburg, South Carolina, United States	US	USSC	SC083	34.9496	-81.932	1250982	0								3	Spartanburg, South Carolina, United States	US	USSC	SC083	34.9496	-81.932	1250982	20230317141500	https://news.yahoo.com/sc-politics-briefing-132024125.html
1089747062	20230317	202303	2023	2023.2110	LEG	SENATE						LEG													0	172	172	17	4	-5.0	8	1	8	-1.9277108433735	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20230317141500	https://news.yahoo.com/sc-politics-briefing-132024125.html
1089747063	20230317	202303	2023	2023.2110	LEG	CHAMBER						LEG													1	173	173	17	4	-5.0	5	1	5	-3.70639534883721	0								0								0								20230317141500	http://www.rnanews.com/prosecutor-v-felicien-kabuga-mict-13-38-march-15-2023/
1089747064	20230317	202303	2023	2023.2110	LEG	CHAMBER						LEG			BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	5.09554140127389	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	20230317141500	https://starlocalmedia.com/allenamerican/allen-business-briefs-chamber-hosts-5-05-networking/article_8f71852e-c348-11ed-a2ab-83cdebe254bd.html
1089747065	20230317	202303	2023	2023.2110	LEG	CHAMBER						LEG			BUS	BUSINESS						BUS			1	042	042	04	1	1.9	5	1	5	5.09554140127389	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	3	Fairview, Texas, United States	US	USTX	TX085	33.1579	-96.6317	1335618	20230317141500	https://starlocalmedia.com/allenamerican/allen-business-briefs-chamber-hosts-5-05-networking/article_8f71852e-c348-11ed-a2ab-83cdebe254bd.html
1089747066	20230317	202303	2023	2023.2110	LEG	PARLIAMENT						LEG			FRAGOV	FRENCH	FRA					GOV			1	100	100	10	3	-5.0	10	1	10	-3.98936170212766	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230317141500	https://www.romfordrecorder.co.uk/news/national/23394090.protests-erupt-france-macrons-retirement-age-push/
1089747067	20230317	202303	2023	2023.2110	LEG	PARLIAMENTARIAN						LEG			GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	20	2	20	-1.51817884048477	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20230317141500	https://www.dailyexcelsior.com/opposition-mps-write-to-president-for-action-against-social-media-trolling-of-cji-chandrachud/
1089747068	20230317	202303	2023	2023.2110	LEG	PARLIAMENT						LEG			GOV	GOVERNMENT						GOV			1	0234	023	02	1	3.4	2	1	2	4.11985018726592	4	Munali, Northern, Zambia	ZA	ZA07	40202	-15.8797	28.0835	-2298213	4	Munali, Northern, Zambia	ZA	ZA07	40202	-15.8797	28.0835	-2298213	4	Munali, Northern, Zambia	ZA	ZA07	40202	-15.8797	28.0835	-2298213	20230317141500	https://www.lusakatimes.com/2023/03/17/zambia-reaffirms-commitment-to-partnering-with-stakeholders-for-water-and-sanitation-services/
1089747069	20230317	202303	2023	2023.2110	LEG	PARLIAMENT						LEG			GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	2	1	2	4.11985018726592	4	Munali, Northern, Zambia	ZA	ZA07	40202	-15.8797	28.0835	-2298213	4	Munali, Northern, Zambia	ZA	ZA07	40202	-15.8797	28.0835	-2298213	4	Munali, Northern, Zambia	ZA	ZA07	40202	-15.8797	28.0835	-2298213	20230317141500	https://www.lusakatimes.com/2023/03/17/zambia-reaffirms-commitment-to-partnering-with-stakeholders-for-water-and-sanitation-services/
1089747070	20230317	202303	2023	2023.2110	LEG	CHAMBER						LEG			LEGGOV	CHAMBER						LEG	GOV		1	042	042	04	1	1.9	10	1	10	0.892857142857147	0								0								0								20230317141500	https://www.renfrewtoday.ca/2023/03/17/chamber-of-commerce-says-local-businesses-are-optimistic-after-annual-general-meeting/
1089747071	20230317	202303	2023	2023.2110	LEG	SENATE						LEG			PTY	PRESIDENTIAL CANDIDATE									0	051	051	05	1	3.4	1	1	1	-2.17706821480406	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230317141500	https://news.yahoo.com/harris-slams-desantis-over-ukraine-115048518.html
1089747072	20230317	202303	2023	2023.2110	LEG	SENATE						LEG			PTY	PRESIDENTIAL CANDIDATE									0	051	051	05	1	3.4	3	1	3	-2.17706821480406	1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230317141500	https://news.yahoo.com/harris-slams-desantis-over-ukraine-115048518.html
1089747073	20230317	202303	2023	2023.2110	LEG	SENATE						LEG			PTY	PRESIDENTIAL CANDIDATE									0	051	051	05	1	3.4	1	1	1	-2.17706821480406	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20230317141500	https://news.yahoo.com/harris-slams-desantis-over-ukraine-115048518.html
1089747074	20230317	202303	2023	2023.2110	LEG	SENATE						LEG			ROU	ROMANIAN									1	040	040	04	1	1.0	2	1	2	2.91970802919708	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20230317141500	https://www.stiripesurse.ro/romanian-and-romanian-speaking-community-in-bulgaria-needs-concrete-support-from-romanian-authorities-aur_2837755.html
1089747075	20230317	202303	2023	2023.2110	LEG	SENATE						LEG			ROUGOV	ROMANIAN						GOV			1	040	040	04	1	1.0	6	1	6	2.91970802919708	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	1	Romania	RO	RO		46	25	RO	20230317141500	https://www.stiripesurse.ro/romanian-and-romanian-speaking-community-in-bulgaria-needs-concrete-support-from-romanian-authorities-aur_2837755.html
1089747076	20230317	202303	2023	2023.2110	LEG	CHAMBER						LEG			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	5.09554140127389	3	Collin County, Texas, United States	US	USTX	TX085	33.2001	-96.5669	1383828	3	Collin County, Texas, United States	US	USTX		33.2001	-96.5669	1383828	3	Collin County, Texas, United States	US	USTX		33.2001	-96.5669	1383828	20230317141500	https://starlocalmedia.com/allenamerican/allen-business-briefs-chamber-hosts-5-05-networking/article_8f71852e-c348-11ed-a2ab-83cdebe254bd.html
1089747077	20230317	202303	2023	2023.2110	LEG	CHAMBER						LEG			USA	AUSTIN	USA								1	036	036	03	1	4.0	1	1	1	5.09554140127389	3	Collin County, Texas, United States	US	USTX	TX085	33.2001	-96.5669	1383828	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Collin County, Texas, United States	US	USTX		33.2001	-96.5669	1383828	20230317141500	https://starlocalmedia.com/allenamerican/allen-business-briefs-chamber-hosts-5-05-networking/article_8f71852e-c348-11ed-a2ab-83cdebe254bd.html
1089747078	20230317	202303	2023	2023.2110	LEG	NATIONAL ASSEMBLY						LEG			VNM	VIETNAM	VNM								1	110	110	11	3	-2.0	3	1	3	-1.39275766016713	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	4	Hanoi, Ha N?i, Vietnam, Republic Of	VM	VM44	74067	21.0333	105.85	-3714993	20230317141500	https://en.qdnd.vn/politics/news/anti-corruption-experience-shared-at-hanoi-conference-550371
1089747079	20230317	202303	2023	2023.2110	LEGGOV	CHAMBER						LEG	GOV		LEG	CHAMBER						LEG			1	043	043	04	1	2.8	10	1	10	0.892857142857147	0								0								0								20230317141500	https://www.renfrewtoday.ca/2023/03/17/chamber-of-commerce-says-local-businesses-are-optimistic-after-annual-general-meeting/
1089747080	20230317	202303	2023	2023.2110	LKA	SRI LANKA	LKA								PAK	PAKISTAN	PAK								1	050	050	05	1	3.5	6	1	6	2.51396648044693	1	Sri Lanka	CE	CE		7	81	CE	4	Isa Khan, Balochistan, Pakistan	PK	PK02	40313	31.2054	69.6739	242193	4	Isa Khan, Balochistan, Pakistan	PK	PK02	40313	31.2054	69.6739	242193	20230317141500	https://www.exhibitionworld.co.uk/bangladesh-pharma-manufacturing-capabilities-on-show-in-dhaka
1089747081	20230317	202303	2023	2023.2110	LKA	SRI LANKA	LKA								PAK	PAKISTAN	PAK								1	050	050	05	1	3.5	2	1	2	2.51396648044693	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	4	Isa Khan, Balochistan, Pakistan	PK	PK02	40313	31.2054	69.6739	242193	20230317141500	https://www.exhibitionworld.co.uk/bangladesh-pharma-manufacturing-capabilities-on-show-in-dhaka
1089747082	20230317	202303	2023	2023.2110	LKA	SRI LANKA	LKA								PAK	PAKISTAN	PAK								1	050	050	05	1	3.5	2	1	2	2.51396648044693	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	1	Sri Lanka	CE	CE		7	81	CE	20230317141500	https://www.exhibitionworld.co.uk/bangladesh-pharma-manufacturing-capabilities-on-show-in-dhaka
1089747083	20230317	202303	2023	2023.2110	LTU	LITHUANIAN	LTU								BLR	BELARUS	BLR								1	120	120	12	3	-4.0	2	1	2	-7.84313725490196	1	Lithuania	LH	LH		56	24	LH	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20230317141500	https://news.yahoo.com/belarus-weekly-lukashenko-visits-iran-113949199.html
1089747084	20230317	202303	2023	2023.2110	LTU	LITHUANIAN	LTU								BLR	BELARUS	BLR								1	120	120	12	3	-4.0	2	1	2	-7.84313725490196	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20230317141500	https://news.yahoo.com/belarus-weekly-lukashenko-visits-iran-113949199.html
1089747085	20230317	202303	2023	2023.2110	LTU	LITHUANIAN	LTU								UAF	TERRORIST						UAF			1	010	010	01	1	0.0	4	1	4	-2.20661985957873	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20230317141500	https://www.newdelhitimes.com/iranian-born-belgian-mp-eu-ministers-working-toward-irgc-terrorist-designation/
1089747086	20230317	202303	2023	2023.2110	LTUGOV	LITHUANIA	LTU					GOV			RUSBUS	RUSSIA	RUS					BUS			1	120	120	12	3	-4.0	1	1	1	-7.84313725490196	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	1	Russia	RS	RS		60	100	RS	20230317141500	https://news.yahoo.com/belarus-weekly-lukashenko-visits-iran-113949199.html
1089747087	20230317	202303	2023	2023.2110	LTUGOV	LITHUANIA	LTU					GOV			RUSBUS	RUSSIA	RUS					BUS			1	120	120	12	3	-4.0	1	1	1	-7.84313725490196	1	Lithuania	LH	LH		56	24	LH	1	Russia	RS	RS		60	100	RS	1	Lithuania	LH	LH		56	24	LH	20230317141500	https://news.yahoo.com/belarus-weekly-lukashenko-visits-iran-113949199.html
1089747088	20230317	202303	2023	2023.2110	LTUGOV	LITHUANIAN	LTU					GOV			UAF	TERRORIST						UAF			1	010	010	01	1	0.0	6	1	6	-2.20661985957873	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20230317141500	https://www.newdelhitimes.com/iranian-born-belgian-mp-eu-ministers-working-toward-irgc-terrorist-designation/
1089747089	20230317	202303	2023	2023.2110	LTUSPY	LITHUANIAN	LTU					SPY			BLR	BELARUS	BLR								1	120	120	12	3	-4.0	3	1	3	-7.84313725490196	1	Lithuania	LH	LH		56	24	LH	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20230317141500	https://news.yahoo.com/belarus-weekly-lukashenko-visits-iran-113949199.html
1089747090	20230317	202303	2023	2023.2110	MDA	MOLDOVA	MDA								IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			0	030	030	03	1	4.0	10	1	10	-6.64556962025317	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20230317141500	https://news.yahoo.com/no-risk-war-moldova-while-134532624.html
1089747091	20230317	202303	2023	2023.2110	MDA	MOLDOVA	MDA								LEG	PARLIAMENT						LEG			1	013	013	01	1	0.4	2	1	2	-6.64556962025317	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	4	Chisinau, Chisinau, Moldova	MD	MD57	41179	47.0056	28.8575	-2276223	20230317141500	https://news.yahoo.com/no-risk-war-moldova-while-134532624.html
1089747092	20230317	202303	2023	2023.2110	MDV	MALE	MDV																		1	193	193	19	4	-10.0	10	1	10	-11.7647058823529	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20230317141500	https://www.yahoo.com/news/youth-arrested-fatal-shooting-1300-133939871.html
